ID,accuracy,x,y
542,28.736413,2687304.0,1248421.0
543,80.140135,2687307.0,1248421.0
544,333.130408,2687305.0,1248423.0
545,22.634388,2687306.0,1248423.0
546,28.248313,2687306.0,1248424.0
547,20.82065,2687300.0,1248425.0
548,46.677505,2687300.0,1248426.0
549,334.006783,2686433.0,1248431.0
550,282.0,2677980.0,1248437.0
551,96.479192,2687309.0,1248438.0
552,75.437132,2688080.0,1248457.0
553,301.748542,2684764.0,1248531.0
554,301.748542,2684750.0,1248535.0
555,83.571622,2688889.0,1248550.0
556,42.828836,2685673.0,1248583.0
557,53.886736,2686823.0,1248588.0
558,301.748542,2685121.0,1248632.0
559,301.748542,2685170.0,1248639.0
560,409.618864,2684774.0,1248677.0
561,181.738463,2676711.0,1248689.0
562,257.497021,2677804.0,1248692.0
563,280.0,2676432.0,1248701.0
564,459.0,2675453.0,1248719.0
565,68.929667,2685702.0,1248730.0
566,7.0,2685673.0,1248739.0
567,48.0,2688618.0,1248819.0
568,24.0,2688619.0,1248826.0
569,103.622986,2677564.0,1248905.0
570,16.093252,2677605.0,1248916.0
571,351.0,2677564.0,1248956.0
572,76.209601,2676916.0,1248967.0
573,60.0,2687635.0,1249012.0
574,134.517212,2677687.0,1249077.0
575,222.0,2687630.0,1249079.0
576,301.748542,2675485.0,1249079.0
577,150.874271,2685220.0,1249092.0
578,159.0,2675907.0,1249126.0
579,301.748542,2684197.0,1249127.0
580,301.748542,2684201.0,1249130.0
581,9.429642,2684232.0,1249135.0
582,54.0,2677311.0,1249136.0
583,111.546515,2684352.0,1249146.0
584,60.0,2677299.0,1249149.0
585,245.0,2675900.0,1249158.0
586,256.287216,2676809.0,1249177.0
587,257.492058,2677307.0,1249183.0
588,257.492052,2677525.0,1249213.0
589,18.900593,2675370.0,1249218.0
590,257.492053,2676851.0,1249231.0
591,75.020801,2684347.0,1249237.0
592,204.0,2676437.0,1249263.0
593,301.748542,2683308.0,1249270.0
594,170.260148,2684294.0,1249271.0
595,257.492053,2676810.0,1249272.0
596,301.748542,2676072.0,1249287.0
597,257.492052,2684791.0,1249299.0
598,301.748542,2684532.0,1249301.0
599,208.0,2684314.0,1249304.0
600,213.844903,2676680.0,1249309.0
601,178.452925,2684247.0,1249351.0
602,257.492058,2675308.0,1249357.0
603,301.748529,2684666.0,1249360.0
604,100.0,2676100.0,1249364.0
605,127.467826,2675735.0,1249368.0
606,331.0,2676074.0,1249373.0
607,331.0,2676124.0,1249393.0
608,429.0,2676074.0,1249411.0
609,301.748542,2676531.0,1249475.0
610,71.596363,2684237.0,1249491.0
611,257.492053,2684743.0,1249509.0
612,117.663599,2684181.0,1249529.0
613,301.748542,2683969.0,1249581.0
614,22.0,2683953.0,1249624.0
615,472.0,2684878.0,1249646.0
616,301.748542,2686683.0,1249665.0
617,247.0,2684895.0,1249691.0
618,268.0,2684853.0,1249734.0
619,373.800401,2676429.0,1249743.0
620,31.430883,2684137.0,1249856.0
621,413.0,2686275.0,1249919.0
622,80.722293,2689517.0,1249924.0
623,21.888551,2683164.0,1249933.0
624,152.0,2684301.0,1250041.0
625,33.0,2679211.0,1250053.0
626,42.807944,2684318.0,1250082.0
627,60.15991,2684360.0,1250101.0
628,23.060131,2683793.0,1250123.0
629,129.849876,2685833.0,1250145.0
630,36.867353,2684389.0,1250193.0
631,412.0,2685899.0,1250203.0
632,301.748542,2683710.0,1250218.0
633,301.748542,2683834.0,1250248.0
634,14.462128,2682380.0,1250277.0
635,38.62382,2681141.0,1250333.0
636,10.137199,2684235.0,1250334.0
637,38.62382,2684149.0,1250375.0
638,17.846359,2684147.0,1250384.0
639,24.342722,2684150.0,1250388.0
640,25.747228,2684147.0,1250390.0
641,208.656678,2682171.0,1250398.0
642,228.0,2679314.0,1250401.0
643,151.581236,2682372.0,1250418.0
644,56.895759,2681164.0,1250498.0
645,301.748529,2681214.0,1250503.0
646,301.748542,2683335.0,1250517.0
647,157.227409,2682252.0,1250537.0
648,150.874271,2681126.0,1250553.0
649,69.230926,2684111.0,1250560.0
650,301.748542,2682228.0,1250575.0
651,33.0,2681008.0,1250583.0
652,301.748542,2682626.0,1250592.0
653,301.748529,2681210.0,1250592.0
654,7.09309,2681793.0,1250594.0
655,265.943546,2682193.0,1250605.0
656,301.748542,2681250.0,1250606.0
657,301.748529,2681188.0,1250607.0
658,285.10202,2682211.0,1250608.0
659,152.260612,2682184.0,1250609.0
660,234.877266,2682217.0,1250628.0
661,301.748542,2681156.0,1250631.0
662,333.130408,2681666.0,1250636.0
663,301.748529,2681171.0,1250642.0
664,150.874265,2681206.0,1250645.0
665,301.748529,2681170.0,1250647.0
666,439.128951,2681116.0,1250648.0
667,443.0,2685360.0,1250655.0
668,210.591055,2682224.0,1250663.0
669,301.748542,2681188.0,1250669.0
670,301.748542,2681062.0,1250671.0
671,301.748542,2681092.0,1250672.0
672,373.952295,2682210.0,1250674.0
673,257.492058,2681325.0,1250674.0
674,301.748542,2682168.0,1250680.0
675,301.748542,2682158.0,1250681.0
676,301.748542,2681128.0,1250683.0
677,301.748542,2681111.0,1250683.0
678,301.748542,2681067.0,1250683.0
679,301.748542,2681034.0,1250689.0
680,301.748529,2681131.0,1250692.0
681,301.748529,2681207.0,1250698.0
682,301.748529,2681221.0,1250710.0
683,301.748529,2681171.0,1250711.0
684,257.492052,2681694.0,1250712.0
685,301.748542,2681107.0,1250712.0
686,301.748529,2681354.0,1250713.0
687,257.492052,2681395.0,1250715.0
688,301.748542,2681124.0,1250720.0
689,329.579183,2681485.0,1250721.0
690,301.748542,2681117.0,1250725.0
691,301.748542,2681138.0,1250725.0
692,301.748542,2681287.0,1250731.0
693,301.748542,2684725.0,1250739.0
694,301.748529,2681268.0,1250745.0
695,301.748529,2681232.0,1250747.0
696,301.748542,2682153.0,1250749.0
697,42.0,2681781.0,1250768.0
698,151.678666,2684724.0,1250770.0
699,301.748542,2681082.0,1250774.0
700,301.748542,2681106.0,1250779.0
701,301.748529,2681620.0,1250783.0
702,150.874271,2681174.0,1250783.0
703,301.748542,2681121.0,1250784.0
704,153.949255,2681984.0,1250789.0
705,301.748542,2681105.0,1250791.0
706,18.320467,2680109.0,1250791.0
707,301.748529,2681284.0,1250798.0
708,124.892188,2681081.0,1250805.0
709,32.186507,2679572.0,1250807.0
710,296.199181,2681354.0,1250810.0
711,49.478027,2682091.0,1250813.0
712,396.781907,2681317.0,1250833.0
713,47.390986,2681766.0,1250852.0
714,381.394516,2681744.0,1250865.0
715,301.748542,2681387.0,1250866.0
716,35.0,2685318.0,1250871.0
717,311.134062,2681779.0,1250878.0
718,257.492053,2681679.0,1250878.0
719,210.216637,2681665.0,1250889.0
720,301.748542,2681506.0,1250892.0
721,257.492053,2681748.0,1250900.0
722,301.748542,2681911.0,1250901.0
723,40.0,2684738.0,1250909.0
724,301.748542,2681576.0,1250911.0
725,142.206194,2682020.0,1250912.0
726,404.487802,2681116.0,1250914.0
727,299.446352,2681533.0,1250921.0
728,397.315727,2681812.0,1250924.0
729,301.748529,2681862.0,1250929.0
730,333.130408,2681781.0,1250966.0
731,23.987724,2683210.0,1250975.0
732,148.0,2675535.0,1250975.0
733,333.130408,2681670.0,1250984.0
734,411.802715,2681586.0,1250986.0
735,184.553747,2681481.0,1250989.0
736,301.748542,2680160.0,1250989.0
737,175.864669,2681658.0,1250999.0
738,301.748542,2681565.0,1250999.0
739,301.748542,2682031.0,1251006.0
740,485.850701,2678202.0,1251006.0
741,373.0,2681427.0,1251018.0
742,325.554244,2681595.0,1251028.0
743,53.558213,2679540.0,1251039.0
744,420.118248,2681273.0,1251042.0
745,301.748542,2678786.0,1251089.0
746,294.283816,2681626.0,1251134.0
747,141.0,2683536.0,1251156.0
748,33.436642,2675020.0,1251189.0
749,150.874271,2681245.0,1251200.0
750,45.179235,2679687.0,1251218.0
751,301.748542,2680059.0,1251228.0
752,257.492053,2681277.0,1251236.0
753,257.492053,2687957.0,1251257.0
754,257.492058,2681592.0,1251257.0
755,241.0,2683203.0,1251270.0
756,239.445261,2680112.0,1251288.0
757,301.748542,2677915.0,1251341.0
758,333.506438,2688780.0,1251347.0
759,257.492052,2680918.0,1251349.0
760,148.0,2683245.0,1251357.0
761,333.130408,2688759.0,1251359.0
762,333.130408,2688760.0,1251363.0
763,333.130408,2688762.0,1251363.0
764,333.130408,2688762.0,1251363.0
765,18.083591,2688776.0,1251406.0
766,301.748542,2681534.0,1251408.0
767,257.492053,2679277.0,1251408.0
768,257.492058,2681218.0,1251417.0
769,14.663756,2681991.0,1251439.0
770,333.130408,2679967.0,1251447.0
771,285.791645,2680068.0,1251448.0
772,333.130408,2678286.0,1251452.0
773,150.874271,2681037.0,1251458.0
774,340.0,2681218.0,1251461.0
775,33.0,2679777.0,1251465.0
776,258.375951,2680113.0,1251473.0
777,57.0168,2678204.0,1251499.0
778,304.513314,2680003.0,1251508.0
779,23.0,2680117.0,1251510.0
780,279.383822,2680010.0,1251511.0
781,150.874271,2681737.0,1251512.0
782,42.484812,2679072.0,1251517.0
783,61.418476,2681773.0,1251556.0
784,14.0,2679197.0,1251564.0
785,257.492053,2680170.0,1251567.0
786,60.0,2679187.0,1251570.0
787,49.251503,2681760.0,1251587.0
788,257.492052,2679628.0,1251593.0
789,174.985193,2679314.0,1251613.0
790,301.748542,2676531.0,1251619.0
791,354.825812,2689622.0,1251630.0
792,283.227137,2675095.0,1251651.0
793,7.0,2679102.0,1251667.0
794,197.762984,2678366.0,1251671.0
795,301.748542,2680973.0,1251672.0
796,214.682339,2689578.0,1251678.0
797,18.276728,2679581.0,1251678.0
798,301.748542,2677176.0,1251692.0
799,230.951093,2678303.0,1251694.0
800,257.492053,2680201.0,1251749.0
801,169.0,2678299.0,1251751.0
802,251.0,2681589.0,1251756.0
803,257.492052,2691098.0,1251758.0
804,257.492053,2678394.0,1251759.0
805,150.0,2679656.0,1251763.0
806,54.0,2681592.0,1251791.0
807,391.840599,2678439.0,1251816.0
808,16.110113,2678418.0,1251820.0
809,203.0,2678388.0,1251843.0
810,301.748542,2678286.0,1251852.0
811,333.130408,2680632.0,1251856.0
812,333.130408,2680636.0,1251857.0
813,303.720588,2680445.0,1251866.0
814,301.748542,2676806.0,1251878.0
815,301.748542,2680392.0,1251888.0
816,20.820651,2675327.0,1251907.0
817,141.500235,2678863.0,1251911.0
818,257.971225,2678404.0,1251914.0
819,257.492053,2678579.0,1251917.0
820,301.748542,2681044.0,1251950.0
821,150.874271,2678969.0,1251977.0
822,80.304225,2678907.0,1252001.0
823,214.955061,2676874.0,1252003.0
824,301.748542,2678380.0,1252005.0
825,257.492052,2682002.0,1252030.0
826,301.748542,2678987.0,1252031.0
827,371.782865,2679054.0,1252041.0
828,124.032837,2681940.0,1252105.0
829,271.344872,2678316.0,1252168.0
830,85.0,2680630.0,1252183.0
831,301.748542,2678282.0,1252198.0
832,150.874271,2678299.0,1252214.0
833,334.040658,2678366.0,1252218.0
834,301.748542,2682054.0,1252248.0
835,258.596726,2677251.0,1252253.0
836,64.373013,2680394.0,1252334.0
837,301.748542,2683044.0,1252340.0
838,204.903846,2680398.0,1252365.0
839,333.130408,2686571.0,1252493.0
840,227.096991,2678688.0,1252496.0
841,301.748529,2679066.0,1252518.0
842,251.744316,2678642.0,1252536.0
843,49.122048,2675057.0,1252538.0
844,460.613594,2684875.0,1252551.0
845,89.255382,2675056.0,1252551.0
846,301.748529,2681760.0,1252567.0
847,286.139421,2681721.0,1252577.0
848,301.748529,2681670.0,1252605.0
849,28.04999,2679908.0,1252607.0
850,151.169772,2690209.0,1252650.0
851,301.748542,2678318.0,1252664.0
852,373.193965,2681800.0,1252673.0
853,301.748529,2681748.0,1252696.0
854,257.492053,2681707.0,1252722.0
855,490.0,2683132.0,1252753.0
856,144.034633,2684998.0,1252774.0
857,169.939978,2681332.0,1252794.0
858,301.748542,2678973.0,1252800.0
859,341.0,2677294.0,1252803.0
860,257.492053,2674998.0,1252834.0
861,198.909,2675003.0,1252842.0
862,304.235939,2687042.0,1252855.0
863,257.492052,2682420.0,1252880.0
864,23.260859,2682523.0,1252912.0
865,333.130408,2691060.0,1252942.0
866,64.373013,2681184.0,1253030.0
867,195.0,2679516.0,1253132.0
868,27.246318,2681883.0,1253156.0
869,112.487359,2686790.0,1253157.0
870,27.955883,2681884.0,1253158.0
871,301.748542,2681554.0,1253167.0
872,301.748542,2690168.0,1253184.0
873,34.056683,2690744.0,1253220.0
874,8.046627,2681096.0,1253251.0
875,162.419189,2673588.0,1253253.0
876,64.373013,2681190.0,1253279.0
877,91.851175,2677392.0,1253294.0
878,16.093254,2687537.0,1253305.0
879,6.902978,2681546.0,1253322.0
880,257.492053,2682724.0,1253499.0
881,147.0,2691436.0,1253522.0
882,133.185271,2682703.0,1253539.0
883,257.492053,2677729.0,1253548.0
884,144.0,2690643.0,1253570.0
885,39.0,2686782.0,1253592.0
886,220.708363,2673320.0,1253599.0
887,355.436669,2682169.0,1253619.0
888,57.178062,2673813.0,1253647.0
889,41.641301,2673804.0,1253655.0
890,348.0,2686958.0,1253660.0
891,136.274625,2675959.0,1253682.0
892,257.492052,2676976.0,1253700.0
893,257.492052,2676973.0,1253702.0
894,257.492052,2676965.0,1253706.0
895,257.492052,2676974.0,1253709.0
896,301.748542,2676977.0,1253713.0
897,240.0,2686868.0,1253760.0
898,432.863957,2686866.0,1253767.0
899,18.859284,2685647.0,1253770.0
900,436.837644,2673304.0,1253859.0
901,70.629621,2679650.0,1253888.0
902,110.200455,2687128.0,1253894.0
903,231.024101,2673515.0,1253910.0
904,78.0,2688285.0,1253929.0
905,44.22397,2673741.0,1253936.0
906,37.671639,2673730.0,1253943.0
907,348.0,2686943.0,1253949.0
908,417.615131,2679658.0,1253953.0
909,57.233806,2673715.0,1253956.0
910,200.0,2686867.0,1253980.0
911,488.720371,2679578.0,1254080.0
912,213.676295,2680353.0,1254112.0
913,69.497317,2675609.0,1254229.0
914,225.203242,2686844.0,1254324.0
915,27.387565,2686230.0,1254337.0
916,213.0,2682979.0,1254354.0
917,125.095405,2686420.0,1254396.0
918,26.078198,2686288.0,1254492.0
919,38.0,2690891.0,1254533.0
920,192.614604,2691100.0,1254706.0
921,311.540782,2691019.0,1254759.0
922,281.37426,2686146.0,1254809.0
923,76.383164,2673607.0,1254830.0
924,333.130408,2688454.0,1254960.0
925,140.182703,2690915.0,1255049.0
926,241.479827,2686150.0,1255071.0
927,301.748542,2690596.0,1255094.0
928,301.748542,2690594.0,1255102.0
929,301.748542,2690594.0,1255105.0
930,301.748542,2690600.0,1255106.0
931,12.304027,2690523.0,1255157.0
932,11.941439,2690522.0,1255158.0
933,144.0,2687952.0,1255178.0
934,28.0,2687911.0,1255185.0
935,152.0,2686512.0,1255188.0
936,110.0,2687943.0,1255209.0
937,120.0,2687905.0,1255220.0
938,48.0,2687888.0,1255224.0
939,23.0,2687900.0,1255233.0
940,154.0,2687915.0,1255238.0
941,166.517865,2686376.0,1255253.0
942,37.0,2686170.0,1255255.0
943,105.445066,2686174.0,1255295.0
944,333.13041,2685947.0,1255309.0
945,131.841182,2686154.0,1255316.0
946,301.748542,2689089.0,1255327.0
947,403.49545,2691006.0,1255327.0
948,301.748542,2689093.0,1255340.0
949,301.748542,2688348.0,1255355.0
950,257.492053,2690863.0,1255380.0
951,213.0,2687944.0,1255382.0
952,342.0,2687848.0,1255397.0
953,339.967524,2686356.0,1255406.0
954,100.498156,2690600.0,1255416.0
955,257.492058,2690576.0,1255425.0
956,348.683483,2687439.0,1255431.0
957,333.130408,2688364.0,1255432.0
958,486.0,2690474.0,1255442.0
959,257.492058,2690581.0,1255444.0
960,223.0,2687940.0,1255453.0
961,127.979305,2686296.0,1255462.0
962,75.437135,2686350.0,1255469.0
963,257.492058,2690629.0,1255485.0
964,27.0,2690208.0,1255489.0
965,21.0,2690218.0,1255490.0
966,53.0,2690195.0,1255491.0
967,88.0,2690205.0,1255492.0
968,94.0,2687837.0,1255508.0
969,57.762274,2689760.0,1255529.0
970,301.748529,2687033.0,1255538.0
971,488.0,2687448.0,1255587.0
972,19.309378,2686369.0,1255587.0
973,307.286439,2679916.0,1255613.0
974,301.748542,2690103.0,1255621.0
975,301.748529,2688866.0,1255623.0
976,62.0,2687484.0,1255627.0
977,87.954502,2686148.0,1255638.0
978,48.665628,2686481.0,1255680.0
979,333.130408,2688008.0,1255682.0
980,55.913312,2690233.0,1255688.0
981,38.140543,2691241.0,1255726.0
982,257.492053,2690085.0,1255735.0
983,241.273452,2691359.0,1255740.0
984,12.031716,2691040.0,1255742.0
985,301.748542,2686860.0,1255760.0
986,18.859284,2686491.0,1255775.0
987,301.748529,2690185.0,1255790.0
988,301.748529,2686799.0,1255865.0
989,250.649114,2691435.0,1255929.0
990,128.0,2685900.0,1256082.0
991,79.0,2691830.0,1256087.0
992,39.696471,2681670.0,1256114.0
993,48.939799,2689706.0,1256141.0
994,333.130408,2690576.0,1256148.0
995,11.072621,2691511.0,1256169.0
996,64.373013,2691539.0,1256193.0
997,257.492052,2691524.0,1256196.0
998,333.130408,2691524.0,1256199.0
999,107.478278,2691537.0,1256203.0
1000,217.195828,2689615.0,1256236.0
1001,16.0,2689967.0,1256253.0
1002,60.838545,2691120.0,1256268.0
1003,53.0,2689955.0,1256274.0
1004,301.748542,2691143.0,1256278.0
1005,67.0,2689989.0,1256289.0
1006,79.0,2689988.0,1256292.0
1007,96.0,2689971.0,1256294.0
1008,167.0,2689986.0,1256294.0
1009,50.0,2683470.0,1256297.0
1010,137.0,2689968.0,1256300.0
1011,258.704127,2691114.0,1256304.0
1012,377.659652,2691165.0,1256322.0
1013,161.281049,2689537.0,1256407.0
1014,153.724207,2691411.0,1256412.0
1015,301.748542,2689440.0,1256416.0
1016,18.859284,2691297.0,1256422.0
1017,51.915647,2691192.0,1256427.0
1018,272.400721,2690208.0,1256483.0
1019,184.672896,2689429.0,1256492.0
1020,257.492053,2690552.0,1256536.0
1021,261.857474,2689502.0,1256550.0
1022,286.319775,2690545.0,1256574.0
1023,18.859284,2690206.0,1256622.0
1024,257.492052,2690580.0,1256663.0
1025,257.492052,2690314.0,1256664.0
1026,257.492052,2690315.0,1256664.0
1027,257.492052,2690315.0,1256664.0
1028,257.492053,2690324.0,1256666.0
1029,257.492053,2690309.0,1256670.0
1030,257.492053,2690309.0,1256670.0
1031,257.492053,2690321.0,1256673.0
1032,257.492052,2690306.0,1256679.0
1033,257.492052,2690314.0,1256683.0
1034,257.492052,2690308.0,1256684.0
1035,257.492053,2690307.0,1256685.0
1036,257.492053,2690343.0,1256685.0
1037,257.492053,2690858.0,1256746.0
1038,257.492053,2690509.0,1256756.0
1039,257.492053,2690870.0,1256759.0
1040,257.492053,2690836.0,1256760.0
1041,154.408458,2690737.0,1256764.0
1042,257.492053,2690632.0,1256773.0
1043,257.492053,2690856.0,1256784.0
1044,257.492053,2690813.0,1256792.0
1045,257.492053,2690909.0,1256796.0
1046,301.748542,2686722.0,1256827.0
1047,257.492053,2690894.0,1256829.0
1048,86.296028,2686726.0,1256834.0
1049,44.690513,2686751.0,1256843.0
1050,257.492053,2690989.0,1256849.0
1051,257.492053,2690941.0,1256853.0
1052,304.674603,2690980.0,1256855.0
1053,257.492053,2690915.0,1256866.0
1054,257.492053,2690927.0,1256867.0
1055,215.096624,2690727.0,1256868.0
1056,16.85685,2691232.0,1256882.0
1057,21.004258,2690715.0,1256891.0
1058,162.80608,2690853.0,1256903.0
1059,45.530558,2691208.0,1256912.0
1060,416.71268,2690513.0,1256927.0
1061,452.845522,2689085.0,1256947.0
1062,61.356913,2675028.0,1257049.0
1063,22.0,2674192.0,1257107.0
1064,257.492053,2690725.0,1257141.0
1065,333.130408,2690206.0,1257199.0
1066,235.0,2674504.0,1257258.0
1067,31.655953,2678196.0,1257284.0
1068,301.748529,2689854.0,1257328.0
1069,301.748542,2689876.0,1257333.0
1070,301.748542,2689854.0,1257341.0
1071,109.531946,2678005.0,1257344.0
1072,100.489274,2678005.0,1257347.0
1073,301.748529,2689893.0,1257351.0
1074,301.748542,2690668.0,1257369.0
1075,226.0,2682852.0,1257531.0
